ID	Responder1	Responder2	Responder3	Responder4	NonResponder1	NonResponder2	NonResponder3	NonResponder4
TMEM8B	-0.292369295	0.477195805	1.703626655	1.821829855	-1.786536645	-1.993874945	-0.608842785	0.678971355
NDRG1	-0.25622728375	-7.51927858375	0.21451971625	-0.71114808375	2.86247181625	2.49974081625	1.44299861625	1.46692298625
SNTA1	-0.6029144625	1.1894090875	-2.0932695625	-1.6540505625	0.9867222975	1.1223223875	-0.1896564225	1.2414372375
EVL	1.27550410125	0.08942556125	-2.42348859875	-1.88086889875	0.97627735125	0.94475364125	1.08538770125	-0.06699085875
PATL2	0.4385933125	5.2826394125	0.1094641125	-0.8652716175	-0.9526863575	-1.3516641175	-1.3080964575	-1.3529782875
NSUN5B	-1.5811289525	0.9752565475	1.0241986475	0.7206422075	0.0261346125	0.0447884825	-0.8747438125	-0.3351477325
CCR3	4.33027658625	2.54030378625	-1.64324041375	-0.97485251375	-1.52224201375	-1.33971447375	-0.67784971375	-0.71268124375
HIST1H2AH	-1.69459983125	2.27230046875	0.11915802875	0.67778896875	-0.48903060125	-0.09500766125	-0.50698877125	-0.28362060125
NOSIP	-0.23551845	0.15418959	-0.82428362	-1.05648902	0.95567228	0.98080922	-0.15994023	0.18556023
JAK3	3.4065194	6.126338	-3.7060451	-3.3841224	1.2175369	-2.1462421	1.3016734	-2.8156581
CCDC72	0.0551614725	1.1772856925	0.7403239925	1.4356231925	-0.7455930775	-1.0211200775	-0.4124302875	-1.2292509075
S1PR3	2.2756001125	-0.9361732875	-5.1229789875	-4.4312584875	1.1085593125	0.8449227125	2.5883152125	3.6730134125
FOXI2	-1.134805285	0.869531515	-0.855041185	-1.056456185	0.24927556	0.951805465	0.858679645	0.11701047
BTRC	-0.51177167425	1.67611792575	-0.20696688425	-1.03250551425	-0.12364626425	0.49608372575	-0.02068281425	-0.27662850025
IKBIP	0.32334983375	2.25742467375	-0.66493236625	-1.15369617625	1.29241267375	-0.00139248625000005	-1.16822112625	-0.88494502625
ZNF541	1.79733607	2.77209757	-0.88337516	-0.605996606	-1.22119473	-1.06796883	-0.39290666	-0.397991654
HSPB6	0.54261260375	1.47616820375	-1.14978019625	-1.30689899625	-0.05898565625	0.19018846375	0.42062002375	-0.11392444625
MAP7D2	0.473576175	1.855133215	-0.713651545	-0.297705065	-0.205358875	0.204879875	-0.012427695	-1.304446085
MSN	0.52486134375	1.29538393375	-2.04131700625	-2.63715080625	1.48807719375	1.20075035375	-0.18363045625	0.35302544375
ACTA2	2.15655114375	-1.40286515625	-0.08481716625	-0.49383854625	0.79315254375	1.19176554375	-1.03318955625	-1.12675880625
HECW1	1.492537048125	2.825859548125	-1.211060451875	-0.488274021875	-1.103840751875	-0.964378281875	-0.275703356875	-0.275139731875
ACRBP	0.82150453	1.09800858	-0.31773955	-1.46115022	0.41972726	-0.04069954	0.3237099	-0.84336096
TPO	0.752888317375	2.118435517375	-0.626139522625	-0.467319847625	-0.464115502625	-0.539300802625	-0.390898586625	-0.383549572625
GPSM2	-0.78208599875	-1.48562632875	1.67404827125	1.93427167125	-1.06375942875	-0.67469940875	0.0646375512500001	0.33321367125
C10orf93	1.49809900625	2.79274000625	-1.20291556375	-0.49109018975	-1.09985483375	-0.96436679375	-0.26228083375	-0.27033079775
TBC1D8	-0.244809925	-0.688038165	0.228698915	1.358293695	-0.993931105	-0.639258205	0.609104795	0.369939995
CCDC58	-1.866185765	-0.127187305	-0.039255675	0.404543345	1.167040295	0.859052135	-0.981276565	0.583269535
IL2RG	1.45563388125	1.84237598125	1.01657368125	0.10743498125	0.49428058125	-2.18580361875	-0.07746576875	-2.65302971875
C14orf2	-0.3701728575	-2.8836144575	-0.1707948375	1.0751863825	0.6067749425	1.2775293425	0.0658456225	0.3992458625
ECM1	-1.56701285	-1.47141605	0.91441005	-0.22002939	-0.57853751	0.11444805	5.22058855	-2.41245085
MS4A2	4.22431752375	2.38834992375	-1.41172127625	-1.17645317625	-1.47169024625	-1.51495747625	-0.40906197625	-0.62878329625
GABPB2	0.198542945	-0.146218899	-0.191913251	-0.973876125	0.345550895	1.996468925	-0.400508045	-0.828046445
FZD1	0.59233582	-1.43088278	0.43232548	-0.88474168	0.44954216	0.375268098	0.05628836	0.409864542
ADAM10	-0.705341895	0.310555405	-0.319917745	2.728346805	0.215874605	-0.365716045	-0.807909075	-1.055892055
FMR1NB	1.0621972	2.2266455	-1.8479858	3.1636406	-1.582088	-1.4298487	-0.763383404	-0.829177396
PDE10A	0.883658055	2.307447555	0.988864055	0.585261455	-1.745123745	-1.547040345	-0.897538545	-0.575528485
BBS12	0.124228415	-0.187038475	0.750043335	0.333049715	-0.131369645	0.987942185	-1.009567815	-0.867287715
KIAA0087	1.22011835	2.50984665	-0.31023658	0.12463271	-1.35826075	-0.9724871	-0.57268012	-0.64093316
RILPL1	-0.58624381375	-0.86012283375	-1.83735103375	-0.97324246375	1.60771016625	1.39001016625	0.38566714625	0.87357266625
PNO1	-1.0530759775	0.0344770625	-0.6064416775	-0.7165300175	0.8677242225	0.6519954825	-0.2583224175	1.0801733225
IFITM1	1.3649776475	2.5943072475	0.9139459775	0.7688921175	1.1104610675	0.3145969475	-0.1504780525	-6.9167029525
SLC40A1	2.22815079125	-3.53105160875	2.81091639125	1.27446219125	-0.47476528575	-0.96055550875	-0.38195513175	-0.96520183875
TTC12	-0.06729555375	-0.70502951375	0.18526315625	1.10800698625	-0.23338461375	0.77290678625	-0.21085167375	-0.84961557375
MTA3	-0.90042759125	-1.16992639125	0.23910879875	0.40455793875	0.64202665875	1.07729315875	-0.21828579125	-0.07434678125
DCUN1D1	-0.6710714195	-1.2397307195	-0.0870345885	-0.0650924505	0.7041307805	0.9107166505	-0.1785315335	0.6266132805
ZBTB4	0.44751375625	-1.35314540375	-0.02770692375	-0.72617990375	0.27715128625	1.00606459625	0.22749489225	0.14880770025
CTHRC1	-0.7677803675	-1.5090737975	1.2018012625	-1.8632298375	2.0722178625	-0.9860215775	-0.3185411075	2.1706275625
FBLIM1	-0.057948235	-2.028431515	0.329584005	-0.095122455	0.694629545	0.993069525	-0.339365615	0.503584745
NCRNA00107	0.11563319125	1.48429649125	1.42628829125	0.08185405125	-0.60716610875	-0.53651123875	-0.23438006875	-1.73001460875
GGT3P	0.13099724875	0.54439504875	1.56158784875	-0.67087692125	-0.09758085125	-0.28721565125	-0.63025087125	-0.55105585125
TMC1	1.29654739875	4.30172629875	-1.48345850125	-0.81294059125	-1.32598733125	-1.13804244125	-0.37029742125	-0.46754741125
KIR2DS2	0.9192184075	2.2911720075	-1.8571458925	-1.1846333925	2.4632352075	-1.2986923525	-0.4688125925	-0.8643413925
HTRA1	3.6194771875	-2.8161788125	-5.2026258125	-5.7353020125	4.2077940875	2.2793349875	2.6769279875	0.9705723875
ZC3H13	1.32810530375	2.78256350375	-0.86193142625	-0.0958219662500001	-1.28268919625	-0.91691122625	-0.44918738425	-0.50412760825
BAIAP2L2	1.0503845	-2.9986835	1.2770519	2.5967274	-2.1864833	-0.6628504	0.572484495	0.351368905
LCLAT1	0.214112105	-0.951646025	-0.587532225	-0.387010755	1.084831075	1.025575475	-0.699244225	0.300914575
PCSK9	-3.64616321625	-2.36743781625	1.08263018375	2.08771328375	0.43047718375	0.74476817375	0.70077279375	0.96723941375
DEFB4	-0.94892847625	0.18132960375	-0.88729059625	-1.18923914625	-0.41460239625	1.09003820375	3.29757580375	-1.12888299625
XIST	-2.8167689625	-1.3464949625	5.1321467375	5.2975347375	1.8078205375	1.1516344375	-4.5897562625	-4.6361162625
PSMB8	-0.1068973525	0.9600138275	-0.2145175925	-0.4298038425	2.1006250275	0.5973243775	-0.8816494725	-2.0250949725
WNT7B	-0.131630005	1.452961895	-2.064300105	-1.576321205	-0.271700905	0.424327795	0.848596035	1.318066495
NFASC	0.2914316675	0.9924619075	-1.3949362925	-1.6806089925	0.2104537475	0.8684370475	2.0387447075	-1.3259837925
PIP4K2C	-1.7831381395	-1.3951391395	0.2667542705	0.4143382355	0.5671187705	0.4745994855	0.4922219565	0.9632445605
VPS4B	-0.08168733125	-1.18739114125	0.24833355875	-0.23973978125	-0.35334528125	0.18614446875	1.35398305875	0.07370244875
RPS6KL1	0.43283040625	1.93703230625	0.11835580625	0.82924750625	-1.48943179375	-0.72789759375	-0.98312944375	-0.11700719375
HCRTR2	1.32956880625	3.87408560625	-1.16800129375	-0.76024494375	-1.29730472375	-1.13559399375	-0.39550361375	-0.44700584375
ISCU	0.56746649875	1.34075094875	0.000928638749999974	0.12455534875	-0.53205419125	-0.88641858125	-0.47165752125	-0.14357114125
GABRB2	1.4551287575	3.0451251575	-1.2485450425	-0.5693239025	-1.1413453825	-0.9240926425	-0.2861951625	-0.3307517825
ZNF10	0.2069976225	0.9356157925	0.8372919425	0.4384138525	-0.5245745075	-1.0297825075	-0.7200243575	-0.1439378375
WSCD2	-0.048367915	1.050564845	-1.335390555	-1.243625555	0.403265055	0.340887129	0.274962961	0.557704035
ZNF66	1.46440449625	2.98067039625	-1.23973756375	-0.53399759375	-1.12768083375	-0.93828016375	-0.28676372375	-0.31861501375
GOLGB1	-0.183889448625	-0.204773008625	1.168514138375	1.374494538375	-0.774323521625	-0.771362361625	-0.358879621625	-0.249780714625
T-SP1	1.46761019	2.95804769	-1.23433751	-0.52306241	-1.12486141	-0.94469756	-0.28709478	-0.31160421
SLC4A7	1.7854606625	1.2498790625	0.8091360625	1.1483327625	-1.0583613375	-3.0787632375	-0.4989894375	-0.3566945375
VARS2	-1.295472495	1.129911505	-0.407011395	0.486234305	-0.060577745	0.698354375	-0.356619705	-0.194818845
IRF2BP2	0.97110176625	-1.81886150375	0.76401709625	-0.13035964375	0.51478289625	0.40562439625	-0.82903240375	0.12272739625
ANGEL1	-1.28716459625	0.12925827775	1.68008960375	0.03266012975	0.54202330375	0.44803536375	-0.84019934625	-0.70470273625
NCRNA00119	1.425272210625	2.809416510625	-1.276945829375	-0.553682084375	-1.169362789375	-1.019143789375	0.128283740625	-0.343837969375
SNRPD1	-0.6580219225	1.1939673175	-0.2846355385	0.5807953175	-0.3661184265	-0.5819091825	-0.4192299825	0.5351524175
ADCY4	1.7503973	0.10262923	0.43050723	1.2388502	-1.0207419	-1.7588405	-0.57412953	-0.16867203
SCCPDH	0.1875877375	-0.2662434675	-0.0068578725	0.2458248125	0.8230361925	1.3623733325	-1.3345322675	-1.0111884675
BLID	1.497773769375	2.791772469375	-1.202719560625	-0.492083900625	-1.100071330625	-0.963879460625	-0.260674350625	-0.270117635625
UNQ3028	1.49279964875	2.78223654875	-1.20405725125	-0.46436077125	-1.10526425125	-0.96716410125	-0.25759989125	-0.27658993125
RBP5	4.0965354195	1.8927482195	-2.0923310805	-1.3926903605	1.2524784195	-1.6042529805	-0.9858433605	-1.1666442765
HIF1A	0.0305188775	0.0892027475	-1.5390306925	-1.4732461925	2.1206802075	1.5493969075	-0.6239443925	-0.1535774625
C6orf192	1.304606117625	-1.032136782375	0.054478277625	0.259746187625	-0.969507582375	0.135891546625	0.132938494625	0.113983740625
GPC6	4.64001962375	0.58563582375	-1.08645565625	-0.82980186725	0.87547082375	-0.78444988525	-0.98780328625	-2.41261557625
C19orf21	0.96850328875	-2.81031816125	2.55812103875	2.17573103875	0.05608206375	0.11331301375	-2.45088646125	-0.61054582125
OR10J5	0.2737932875	1.5796866875	-0.7859534625	-0.8905181125	-0.5864033125	0.5061579375	0.3621740875	-0.4589371125
LRRC4	0.000700692499999933	1.8084484625	-1.7358458375	-2.0271976375	-1.6220457675	-2.4049628375	2.7780124625	3.2028904625
MBD2	-0.456452975	1.975269225	-1.229470875	-1.050530075	0.383643505	0.549355865	0.304995425	-0.476810095
SEC61A2	0.47744524375	1.87762800375	0.70406543375	0.42705404375	-0.52231443625	-1.03864179625	-1.11124889625	-0.81398759625
C17orf108	1.2565297575	1.3574375575	-0.2661152425	0.9364756975	-1.2146030425	0.5620259575	-1.3196778425	-1.3120728425
ETS2	0.62616420875	-2.77820849125	2.27315210875	2.01164030875	0.12666201875	-0.08389020125	-0.57787776125	-1.59764219125
ADCY5	1.9897086425	2.4177033425	0.00666874249999994	-1.0195587375	-0.9411953175	-1.3691919575	-0.6418393375	-0.4422953775
LIME1	-0.2769986965	0.6741016495	-0.1815058565	-0.2085997445	-0.8503954005	-0.6686656005	0.0690291495	1.4430344995
ZNF780B	1.02751447	2.31800797	0.03565931	-1.18427373	0.87048767	-1.47290993	-0.80692959	-0.78755617
CCDC21	-2.1470126	-0.2793558	-0.959523	-0.6746109	1.4997274	0.7415306	0.7571122	1.0621321
FOXM1	-2.723158315	0.661319855	-0.716580715	-0.464879415	1.596711785	0.941774985	-0.021726485	0.726538305
ST8SIA6	1.425933915	2.831945915	-1.400278985	-0.740588125	-1.215218485	-0.142462665	-0.352426462	-0.406905108
IFNGR1	0.37002575125	-1.81357034875	0.43995869125	0.66466438125	0.20976555125	0.50276005125	-0.24939764875	-0.12420642875
SMURF1	-1.5689429425	-0.1846165025	0.9439964975	1.2113876575	-1.1155099425	-0.5885543425	0.1571446175	1.1450949575
USH2A	1.39781171875	2.87029721875	-1.33682318125	-0.69353550125	-1.21988695125	-0.89701526125	0.28998881875	-0.41083686125
ENO3	-0.99613343375	3.35194666625	0.72745263625	0.65291156625	-0.33122408775	-0.16396057975	-1.46185603375	-1.77913673375
PLA2G12A	-0.12776738625	-1.87289983625	0.44778174375	0.96576613375	0.35928553375	0.22834795775	0.01055496975	-0.01106911625
TUBB4	-0.3598514875	1.0227583825	-1.0412756175	-0.5803619775	-0.8894330175	-0.0235649475	0.8917735825	0.9799550825
TSPYL4	0.51986878625	0.45540183625	0.07988065625	0.48585790625	-0.33464245375	0.97663777625	-0.47943835375	-1.70356615375
AMBN	0.685756538625	2.013072308625	-1.327960191375	-1.431369891375	-0.335308221375	-0.183463956375	-0.140637065375	0.719910478625
DEFB107A	1.51571667375	2.88987787375	-1.33697592625	-0.66703592625	-1.10427366625	-0.88230787625	-0.08570802625	-0.32929312625
ZNF586	-0.54901260625	0.58441404375	-0.79280415625	-0.83437532625	0.67315204375	0.07978349375	0.00863319375	0.83020931375
UCN3	0.29579826375	1.99321316375	-1.20740033625	1.36159606375	-1.03717423625	-0.84163860625	-0.48879460625	-0.07559970625
MEST	-0.54155239875	-2.16022489875	0.80713570125	0.28482450125	1.44715417125	0.84576714125	-1.69015199875	1.00704778125
TACC1	1.01666056125	0.60108124125	-0.02204143875	-0.31110773875	-0.48785317875	-1.72687443875	0.49375283125	0.43638216125
SEC14L1	1.1951910875	1.8477966875	-1.1437437125	-1.6155302125	-0.0852787585	-0.4055225925	0.2598335675	-0.0527460665
PHACTR2	0.968920045	-0.999571515	0.925742445	1.285704885	-1.441579015	-1.103636415	0.887153445	-0.522733875
ERCC1	-0.38691306125	-0.25843549125	-0.77803490125	-0.93167090125	1.03543109875	1.10210349875	-0.06755471125	0.28507446875
CLUAP1	0.03604542875	-1.58173477125	0.78037297875	0.20508610875	0.38189732875	0.11889588775	-0.03714573125	0.09658276975
ZIM2	0.970657773125	2.538157373125	-0.195606761875	0.772977773125	-1.624801226875	-1.401993326875	-0.775711586875	-0.283680016875
IRX6	0.0323061425	1.5996417125	-1.2161035875	-1.5901074875	-2.5626444875	-0.7015119175	1.1944393125	3.2439803125
PKIG	0.8215831875	1.3917311875	0.3787493175	1.6857475875	-0.5094619425	-1.3208838125	-0.9543100125	-1.4931555125
MEP1A	2.5322012875	1.7678799875	1.4044227875	-0.3493452125	-1.8056917125	-1.3722639125	-1.5037184125	-0.6734848125
OR9G4	1.46167364675	3.01240724675	-1.24967915325	-0.55417304325	-1.13115555325	-0.92574458325	-0.28498702325	-0.32834153725
PMS2L2	-1.4737481945	0.4495649355	0.7990355455	0.0640654545	-0.0187478085	0.0678553565	-0.5545649545	0.6665396655
ZBTB47	1.26639584375	-1.58854975625	0.77881174375	0.91600639375	-0.85869855625	-0.57977075625	0.06039125175	0.00541383575000001
TUBB3	-1.6694433675	-3.0789515675	1.9100158325	1.4188163325	1.4560620725	1.0588977325	0.0721943324999999	-1.1675913675
SPRR3	-5.158186425	-0.165394505	-3.185489825	-0.134096345	-6.569282025	4.366375575	7.624301575	3.221771975
MTMR6	0.33757252125	1.10022542125	0.78128522125	1.21412082125	-0.38547807875	-0.54096704875	-1.11874827875	-1.38801057875
SLC7A7	2.13105295625	1.69302035625	0.03807927425	-0.61112259375	2.20973875625	-1.50590184375	0.11742783825	-4.07229474375
SLC5A4	1.32742108875	2.69655128875	-1.37538868125	-0.65219551125	-1.26783851125	-1.12048965125	0.83265248875	-0.44071251125
ROR1	3.2459780525	2.2719454525	-1.8681192475	-1.2157965075	-0.6136989975	-1.1924763075	0.3079824525	-0.9358148975
TAF7L	1.47007309875	2.79470859875	-1.23327743125	-0.51241981125	-1.12640490125	-0.98738300125	-0.10903656125	-0.29625999125
C10orf26	0.56045115125	-2.00025354875	0.00640070125000003	-0.40008674875	0.77151455125	0.91051160125	0.44457160125	-0.29310930875
ERBB2	0.4586093925	-4.5566769675	0.4868362425	0.9257553125	-0.1186115275	0.7482498225	0.9730790125	1.0827587125
LECT1	0.76538898125	2.24696068125	-0.48714207875	-0.35470055875	-1.85643291875	-1.68752721875	2.38699528125	-1.01354216875
KRTAP10-3	-0.34333305875	0.95211667125	0.03191680125	-0.45824604875	0.12879677125	-0.39065151875	0.95226397125	-0.87286358875
TTTY3	1.39840421625	2.69187511625	-1.30157458375	-0.59210813375	-1.19916713375	-0.93125904375	0.30270971625	-0.36888015375
PRLH	-0.5297184	0.76212931	-0.6030221	-0.36832571	-0.05867719	-0.71405601	1.25041435	0.26125575
PRMT2	-0.29747538625	-1.42294938625	0.35327286375	-0.20634894625	-0.14180903625	0.16531986375	1.03728761375	0.51270241375
ZNF512B	-0.79597798	0.53647388	-2.58428178	-2.36135998	0.78182996	1.37492192	1.60523952	1.44315446
WFDC6	1.45632055125	2.97164515125	-1.26062218875	-0.63065640875	-1.19296234875	-0.80074278875	-0.23584859875	-0.30713336875
GCNT4	1.43151762625	2.84996792625	-1.31470967375	-0.65867709375	-1.17735480375	-0.71169377375	-0.22706985375	-0.19198035375
TENC1	1.6163739275	-0.5965471725	0.8088969275	-0.1064749225	-0.6519914225	-0.3734841825	-0.1875739625	-0.5091991925
CA4	3.04436325	2.88653575	-1.98624795	-1.31111755	-1.85583675	-1.00916803	-0.57174147	0.80321275
PKDREJ	1.2168707	2.4345927	-0.59092147	-1.0303026	-1.4590836	-1.2625075	0.12206547	0.5692863
RSC1A1	-2.0737030225	1.2755486775	-0.0623290625	1.0004322775	-0.2534787725	-0.3339388425	0.6648347275	-0.2173659825
TMEM64	0.77644652875	0.55960864775	-3.62533614125	-2.95836854125	2.09027645875	2.38551635875	0.26214761875	0.50970906975
COL5A2	3.5870857125	-1.1827225875	-4.9305868875	-3.9764185875	5.1561307125	3.0290813125	1.9351200125	-3.6176896875
TAAR9	1.14352645625	2.30182155625	-1.76410644375	-1.07884229375	2.19305035625	-1.36147034375	-0.67959559675	-0.75438369075
C6orf118	1.6006290775	2.7758147775	-1.3109099825	-0.6277959225	-1.0432117225	-0.8818714525	-0.2269122525	-0.2857425225
C21orf63	-0.99874924375	-1.06795549375	-1.40396259375	-0.97837065375	2.25966160625	2.38514710625	-0.20108413375	0.0053134062500001
AFF2	1.17671074375	2.58986534375	-1.61555605625	-0.96680050625	-0.90227965625	0.74543784375	-0.59180622625	-0.43557148625
IGFN1	1.214455575375	2.615640075375	-1.091325264625	-0.545533637625	-0.946055394625	-0.531419734625	-0.087514854625	-0.628246764625
ITGA3	-1.18693316	-2.42332092	0.25522838	-0.06714786	2.66772878	2.14733358	-0.56608498	-0.82680382
LEPR	-1.0562842825	0.1545668875	-0.2475990025	-0.0804637625	-0.8254092825	-0.3157933925	0.3830777175	1.9879051175
TACR3	0.95090092625	2.46968022625	-1.30416023375	2.29177882625	-1.68206512375	-1.25757227375	-0.77863895075	-0.68992339675
ZKSCAN4	-0.1270684725	0.5104609275	-0.4641975725	-1.8558725725	0.6850510275	0.8490906275	-0.2138394725	0.6163755075
NEK1	0.48003560125	1.04978353125	-0.31729620875	-1.89292066875	0.57968360125	-0.49317711875	0.30544978325	0.28844147925
CTF1	0.05516588375	-0.56514489625	-0.35913549625	-1.88149249625	0.37283432375	1.10997927375	0.53890764375	0.72888576375
CRYAA	-0.9738824325	0.8692829675	-1.3603356325	-1.1960122325	0.1681005975	0.5462453375	1.1251313675	0.8214700275
ERMN	1.4978580575	3.0456037575	-1.2604517925	-0.6132760025	-1.1444926425	-0.9239153825	-0.2762885125	-0.3250374825
AATF	-1.17827547	-0.18690192	-0.87548957	-0.81613481	0.53927768	0.59609568	0.25341618	1.66801223
OR4F15	1.48619887	1.61013217	-1.21707443	-1.40614423	-0.46310193	-0.13731534	0.01297848	0.11432641
FBXO22OS	-0.56757419	0.65314036	-1.22177379	-1.19733879	0.17671043	0.65102368	0.58885079	0.91696151
FLJ32756	1.45185045	2.96561865	-1.0009842	-0.66293717	-1.15377715	-0.91810132	-0.31159593	-0.37007333
CAMKK1	-0.7844614425	0.3128743775	-0.5787953725	0.1674376105	-0.9336160725	0.2473717275	0.1564870445	1.4127021275
WDHD1	-2.46946700375	0.96311729625	-0.31621437375	0.12189216625	1.35179919625	1.22176379625	-0.63418610375	-0.23870497375
FLJ30901	4.7275730405	1.9427556405	-2.3608003595	-1.6898551595	-0.9717555935	0.3060673405	-1.1676450595	-0.7863398495
MMP23B	2.59395268125	0.71413378125	0.70970923125	-0.44471401875	-0.08165400875	-1.27041191875	0.29810817125	-2.51912391875
KLF14	0.4111369825	1.9599455225	-0.2047783175	-1.1007047775	-0.7673364775	-0.5547310175	0.8046521225	-0.5481840375
TUSC3	-0.82167674625	-1.67530060625	-0.92216349625	-1.18500186625	2.54058129375	2.41198299375	0.18352509375	-0.53194666625
SCN10A	1.28089885625	2.89321125625	-1.42830484375	-0.15402002375	-1.32007379375	-0.30545444375	-0.45806904375	-0.50818796375
NPHP4	-0.1463111645	1.2369538375	0.6879683775	0.3175498375	-0.2235201605	-0.4593542825	-0.9645885225	-0.4486979225
SPARCL1	6.97199815	-0.44683841	-4.61158085	-3.96370555	1.69336075	-3.03262235	4.35618755	-0.96679929
SOX17	4.4420809625	1.8244027625	-2.4526301375	-1.8012405375	0.7544636625	-2.1567292375	0.9303654625	-1.5407129375
HN1L	-1.26715770125	-1.04947585125	0.17960053875	-0.18906515825	1.55402639875	1.37756519875	-0.51629418125	-0.08919924425
CSRP1	0.7579447225	-0.8166617075	-0.4138282405	-0.5563996875	0.7367645225	1.5726562225	-0.5194653145	-0.7610105175
IGDCC3	1.41674018875	2.93580368875	-1.28689601125	-0.58218455125	-0.79901719125	-0.98494031125	-0.33388734125	-0.36561847125
CDH23	1.21045337625	2.64709077625	-1.34395182375	-0.79684126375	-0.46842062075	-0.82511579375	0.15454377625	-0.57775842675
POLR3E	-0.8708037525	0.4151035575	0.2256366035	0.1185942915	0.6615096475	0.8216983075	-0.8034442525	-0.5682944025
VPREB1	1.378070255	3.711662755	-1.347695885	-0.671314775	-1.245534485	-1.038759765	-0.366713585	-0.419714515
KCNH4	1.250577101625	2.748977301625	0.274652601625	-0.741834048375	-1.341767198375	-1.158879638375	-0.502995370375	-0.528730749375
SLC2A4	1.31918539	4.11262389	-0.34304029	-0.3195942	-1.69285941	-1.56430231	-0.70333653	-0.80867654
NRG1	0.0144370075	1.4295180375	-2.6991764625	-2.0380541625	2.9244259375	2.0827062375	-0.5769755325	-1.1368810625
FRAT1	1.2827668675	0.8195300675	0.5747967275	-0.5796470325	-1.2276405325	-1.3802532325	0.0450668875	0.4653802475
CNTLN	0.666371065	1.748777065	-1.767636135	-1.168335735	0.487804595	0.414330195	-0.259465985	-0.121845065
FAM163A	3.322761208625	2.664898608625	-1.492852991375	-0.777005021375	-1.385214631375	-1.215244091375	-0.550876445375	-0.566466636375
PITX2	-1.25480860875	0.52027249125	2.36427469125	2.59622069125	-0.42937873875	0.19500137125	-0.08557198875	-3.90600990875
SQRDL	0.342675925	-2.025661275	1.151413725	1.601422025	-0.508567075	-0.758670075	0.398057225	-0.200670475
SYDE1	-0.5744879925	0.8362371075	-0.3047445365	-0.9719255525	1.2300536075	0.9729139075	-0.9708454925	-0.2172010485
NXNL2	1.89534073375	2.50187993375	-0.78878991625	-0.88365046625	-0.71367614625	-0.68130557825	-0.64229600625	-0.68750255425
RAP1GDS1	-0.19079214875	-1.26919990875	0.63885015125	0.69251245125	-0.40178400875	-0.49163585875	0.37469333125	0.64735599125
CABP1	1.743270070375	2.589393770375	0.033224770375	-0.791484169625	-1.339781099625	-1.195980359625	-0.499495317625	-0.539147664625
NEBL	0.520963249	-1.05425068	0.89673192	0.492345391	-1.24348778	-1.10564938	0.65444618	0.8389011
NUP93	-1.37117019375	0.01484757625	-0.46493786375	-0.57962197375	1.03391490625	0.94899680625	-0.42044276375	0.83841350625
LARP6	1.4919012075	-0.7155839925	-3.5642267925	-4.2225228925	2.1131952075	1.8956535475	0.3988064075	2.6027773075
C4orf38	1.07095539375	2.41444739375	-1.63227210625	-0.91004358625	-0.19585215625	0.64378319375	-0.69568287625	-0.69533525625
OPCML	1.4695158475	2.8264259475	-0.9245672225	-0.6125192625	-1.1445183525	-0.9636130325	-0.3140730825	-0.3366508425
C10orf112	1.494246852	2.812456452	-1.208900088	-0.489643684	-1.102435248	-0.963830108	-0.270512688	-0.271381488
CCDC158	0.91972311375	2.15232241375	3.14759151375	-1.05150453625	-1.75563614625	-1.61918538625	-0.88441173825	-0.90889923425
S100A4	-0.16633798	-0.85699226	2.48363784	2.58694934	-1.02571586	0.24188614	-1.36449956	-1.89892766
MYADML	1.400877410375	2.857095210375	-1.301515649625	0.012602260375	-1.220936839625	-1.057704489625	-0.311734267625	-0.378683634625
DGKD	0.5310051	0.15850895	1.2130091	2.3440391	-0.8143738	-1.2562712	-1.5235937	-0.65232355
USP5	-1.01508516875	-2.07488336875	-0.23791449875	-0.90777151875	1.42126423125	1.21814113125	0.39633376125	1.19991543125
HSP90AA2	-0.90114846875	-1.74388226875	0.09005105125	0.39556921125	0.97425783125	0.69720590125	-0.15738594875	0.64533269125
SNRPC	-0.7312139375	-1.2074192375	-0.6588891775	0.1057287425	1.1218687625	0.8208585625	-0.1925286175	0.7415949025
OR51I1	0.96118924625	2.30417914625	-1.86723375375	-1.19394115375	-1.69495345375	0.47139449625	0.08058615625	0.93877931625
SPTB	0.8630410025	3.2665291025	-1.0421532975	0.1920347825	-0.6563271775	0.1939163825	-1.3760222975	-1.4410184975
PHLDB2	0.938782695	2.100318895	-1.954232705	-1.267656305	1.494546895	0.533607955	-0.872104165	-0.973263265
TACSTD2	-4.0619947	-4.222038	-0.9038946	-1.7401277	1.5645798	2.0279377	3.7236479	3.6118896
TRIM69	-1.31272784375	2.04725605625	-1.88093944375	-1.38811674375	0.52130608625	0.70416455625	0.39041142625	0.91864590625
GCNT6	1.208840325	2.367957525	-1.699896875	-1.014251275	1.735755325	-1.294947675	-0.615241095	-0.688216255
CTSL3	1.3521588975	2.5131948975	-1.5576955025	-0.8723717825	0.7285068975	-1.1478878025	-0.4729906255	-0.5429149795
DW009834	1.445274569625	2.608738669625	-1.465429030375	-0.780452010375	0.0714690696249999	-1.051026130375	-0.380735160375	-0.447839977375
DDX24	-0.09512543025	-0.90065550625	-0.39724755625	-1.45757225625	1.14242814375	1.13193394375	-0.06264948225	0.63888814375
C12orf24	0.4883573075	3.6587116475	-2.3956019525	-0.2812025525	0.3403685075	-1.1018793525	-0.6905162525	-0.0182373525
CSK	-0.80483426	1.54279004	-0.39983164	-1.14427366	-0.2781819	0.09037698	0.60964454	0.3843099
